ID,Ojibwe Word,Word Class,English Translation
827,aazhibik,ni,"rock cliff; pi aazhibikoon; loc aazhibikong; dim aazhibikoons aazhidem ma talk back to s.o., answer back to s.o.; Isg indaazhidemaa; prt ayaazhidemaad"
835,aazhigijisidoon,vti2,"lay s.t. over backwards, lay s.t. face up; Isg indaazhigijisidoon; prt ayaazhigijisidood"
841,aazhogedaabipiwe,vai,drive across; Isg indaazhogedaabii'iwe; prt ayaazhogedaabii'iwed
842,aazhogewidoon,vti2,"carry s.t. across, take s.t. across; Isg indaazhogewidoon; prt ayaazhogewidood aazhogewizh /aazhogewiN-/ vta carry s.o. across, take s.o. across; Isg indaazhogewinaa; prt ayaazhogewinaad aazhooba'idiwag /aazhooba'idi-/ vai they run across together; Ipl indaazhooba'idimin; prt ayaazhooba'idijig"
843,aazhoobatoo,vai,run across; Isg indaazhoobatoo; prt ayaazhoobatood; also aazhawibatoo aazhoodamon /aazhoodamo-/ vii go across (as a road or trail); prt ayaazhoodamog
844,aazhoodaabii'iwe,vai,drive across; Isg indaazhoodaabii'iwe; prt ayaazhoodaabii'iwed
845,aazhoogaadebi,vai,sit with legs crossed; Isg indaazhoogaadeb; prt ayaazhoogaadebid
847,aazhooningwa'an,vti,wear s.t. across the shoulder; Isg indaazhooningwa'aan; prt ayaazhooningwa'ang
848,aazhooningwa'igan,na,bandolier bag; pi aazhooningwa'iganag; dim aazhooningwa'igaans; also aazhooningwa'on; the usual Mitte Lacs term is gashkibidaagan
852,babagiwayaanegamigwegin,ni,canvas; pi babagiwayaanegamigweginoon
853,babagiwayaanekizin,ni,"tennis shoe, canvas shoe; pi babagiwayaanekizinan; loc babagiwayaanekizining; dim babagiwayaanekizinens; also bagiwayaanekizin"
856,babaamadaawe,vai,"go about trading, be a peddler; Isg imbabaamadaawe; prt bebaamadaawed"
857,babaamadaawewinini,na,peddler; pi babaamadaawewininiwag; also babaamadaawaagewinini
862,babaamaada'e,vai,skate about; Isg imbabaamaada'e; prt bebaamaada'ed
865,babaamaajimoo-irnazina'igan,ni,newspaper; pi babaamaajimoo-mazina'iganan; loc babaamaajimoo-mazina'iganing; dim babaamaajimoo-mazina'igaans
874,babaamidaabii'iwe,vai,drive about; Isg imbabaamidaabii'iwe; prt bebaamidaabii'iwed
876,babaaminizha'an,vti,chase s.t. about; Isg imbabaaminizha'aan; prt bebaaminizha'ang
877,babaaminizha'ige,vai,chase things about; Isg imbabaaminizha'ige; prt bebaaminizha'iged
889,babiigomakakii,na,toad; pi babiigomakaktig; dim babiigomakakiins babiikw= < bikw=
892,badagoshkan,vti,"cover s.t. with body, lie protectively on s.t.; Isg imbadagoshkaan; pn bedagoshkang"
893,badagoshkaw,vta,"cover s.o. with body, lie protec- tively on s.o.; Isg imbadagoshkawaa; prt bedagoshkawaad badagwana' /badagwana'w-/ vta cover s.o.; Isg imbadagwana'waa; prt bedagwana'waad"
894,badagwana'an,vti,cover s.t.; Isg imbadagwana'aan; prt bedagwana'ang
895,badagwana'igaade,vii,be covered; pn bedagwana'igaadeg; aug badagwana'igaademagad; prt aug bedagwana'igaademagak
896,badagwana'igaazo,vai,be covered; pn bedagwana'igaazod
897,badagwana'ige,vai,cover things; Isg imbadagwana'ige; prt bedagwana'iged
899,badaka'an,vti,"stick something in s.t., prick s.t., spear s.t., use a fork on s.t.; Isg imbadaka'aan; prt bedaka'ang"
900,badaka'igan,ni,fork; pi badaka'iganan; loc badaka'iganing; dim badaka'igaans
901,badaka'ige,vai,"stick something in things, prick things, spear; hg imbadaka'ige; pn bedaka'iged"
902,badakijin,vai,get pricked; Isg imbadakijin; pn bedakijing
903,badakibine'o,vai,"stick a feather in one's hair or hat; Isg imbadakibine'; pn bedakibine'od badakide vn stand up from a surface, be planted in; pn bedakideg; aug badakidemagad; pn aug bedakidemagak badakidoon vli2 stick s.t. in, plant s.t.; hg imbadakidoon; pn bedakidood"
904,badakise,vai,stick in a surface; pn bedakised
907,badakisidoon,vti2,"stick s.t. in, set s.t. in the ground; Isg imbadakisidoon; pn bedakisidood"
910,bagakaabandan,vti,see s.t. clearly; Isg imbagakaabandaan; pn begakaabandang
912,bagamaadagaa,vai,arrive swimming; Isg imbagamaadagaa; pn begamaadagaad
920,bagami-ayaa,vii,"arrive, come to be, come to pass; pn begami-ayaag; aug bagami-ayaamagad; pn aug begami-ayaamagak bagamiba'idiwag /bagamiba'idi-/ vai they arrive on the run together; Ipl imbagamiba'idimin; pn begamiba'idijig"
921,bagamiba'iwe,vai,arrive fleeing from people; Isg imbagamiba'iwe; pn begamiba'iwed
926,bagamidaabii'iwe,vai,arrive driving; Isg imbagamidaabii'iwe; pn begamidaabii'iwed
929,bagamise,vii,arrive flying; pn begamiseg; aug bagamisemagad; pn aug begamisemagak
930,bagamishkaa,vai,"arrive paddling, arrive by boat; Isg imbagamishkaa; pn begamishkaad"
931,bagamiwidoon,vti2,arrive carrying s.t.; Isg imbagamiwidoon; pn begamcwidood bagamiwizh /bagamiwiN-/ vta arrive carrying s.o.; Isg imbagamiwinaa; pn begamiwinaad
933,bagamoode,vai,arrive crawling; Isg imbagamoode; pn begamooded
941,bagesaaniminagaawanzh,na,plum bush; pi bagesaaniminagaawanzhiig; loc bagesaaniminagaawanzhiing; dim bagesaaniminagaawanzhiins
943,bagida'waa,vai,"fish with a net, set a net; Isg imbagida'waa; pn begida'waad"
949,bagidenirn,vta,"release s.o. from one's mind, bury s.o., complete mourning for s.o.; Isg imbagidenimaa; pn begidenimaad"
950,bagidenjigaazo,vai,be buried; pn begidenjigaazod
951,bagidenjige,vai,"release things from one's mind, hold a funeral; Isg imbagidenjige; pn begidenjiged"
960,imbagidoomaa,pn,begidoomaad
967,bagiwayaan,ni,"shirt, piece of cloth; pi bagiwayaanan; he bagiwayaaning; dim bagiwayaanens; also babagiwayaan"
968,bagiwayaanegamig,ni,tent; pi bagiwayaanegamigoon; loc bagiwayaanegamigong; dim bagiwayaanegamigoons; also babagiwayaanegamig
969,bagiwayaaneshkimod,ni,cloth bag; pi bagiwayaaneshkimodan; loc bagiwayaaneshkimodaang; dim bagiwayaaneshkimodens
970,bagiwayaanish,ni,"cloth, rag; pi bagiwayaanishan; loc bagiwayaanishing; dim bagiwayaanishens; also babagiwayaanish"
974,bagone'an,vti,"drill s.t., make a hole in s.t. using something; Isg imbagone'aan; pn begone'ang"
975,bagone'igan,ni,drill; pi bagone'iganan; loc bagone'iganing; dim bagone'igaans
977,bagonezi,vai,"have a hole; pn begonezid bagosendam vai2 wish, hope; Isg imbagosendam; pn begosendang"
982,bagwa'amaw,vta,patch (s.t.) for s.o.; Isg imbagwa'amawaa; pn begwa'amawaad
983,bagwa'an,vti,patch s.t.; Isg imbagwa'aan; prt begwa'ang
984,bagwa'igan,ni,patch; pi bagwa'iganan; loc bagwa'iganing; dim bagwa'igaans
985,bagwa'igaade,vii,be patched; pn begwa'igaadeg; aug bagwa'igaademagad; prt aug begwa'igaademagak
986,bagwa'igaazo,vai,"be patched, wear patches; prt begwa'igaazod"
987,bagwa'ige,vai,patch things; Isg imbagwa'ige; pn begwaMged
988,bagwaj,pc,in the wilderness bagwaji- pv4 wild bagwajipin iia wild potato; pi bagwajipiniig; loc bagwajipiniing; dim bagwajipiniins; also bagwaji-opin
989,bagwana,pc,"at random, anyhow"
990,bagwanawizi,vai,"be ignorant, be dumb; Isg imbagwanawiz; pn begwanawizid"
994,bajiishka'ogaan,ni,"tipi, lodge with pointed top; pi bajiishka'ogaanan; loc bajiishka'ogaaning; dim bajiishka'ogaanens bajiishka'ogaan (tipi, lodge with pointed top)"
996,bajiishkizi,vai,be pointed; pn bejiishkizid
998,bakadekaazo,vai,pretend to be hungry; Isg imbakadekaaz; pn bekadekaazod
1001,bakazhaawe,vai,clean a fish; Isg imbakazhaawe; pn bekazhaawed
1003,bakaan,pc,different
1012,bakekazhiwe,vai,bypass people; Isg imbakekazhiwe; prt bekekazhiwed bakemon /bakemo-/ vii go off to the side (as a road or trail); prt bekemog
1014,bakibidoon,vti2,"snap s.t. off (e.g., something string-like), break s.t. off (e.g., something string-like); Isg imbakibidoon; pn bekibidood bakibizh /bakibiN-/ vta snap s.o. off (e.g., something string-like), break s.o. off (e.g., something string-like); Isg imbakibinaa; pn bekibinaad"
1015,baktboode,vii,"break apart from rubbing (e.g., something string-like); pn bekiboodeg; aug bakiboodemagad; pn aug bekiboodemagak"
1023,bakite'ibii'igan,m,typewriter; pi bakite'ibii'iganan; loc bakite'ibii'iganing; dim bakite'ibii'igaans
1024,bakite'igan,ni,hammer; pi bakite'iganan; loc bakite'iganing; dim bakite'igaans; also bakite'igaans
1025,bakite'iganaak,ni,hammer handle; pi bakite*iganaakoon; Joe bakite'iganaakong; dim bakite'iganaakoons
1026,bakite'igaade,vii,"be hit, be struck; pn bekite'igaadeg; aug bakite'igaademagad; prt aug bekite'igaademagak"
1027,bakite'igaans,ni,hand hammer; pi bakite'igaansan
1028,bakite'igaazo,vai,"be hit, be struck; pn bekite'igaazod"
1029,bakite'ige,vai,"hit things, strike things; Isg imbakite'ige; prt bekite'iged bakite'odiwag /bakite'odi-/ vai they hit each other, they strike each other; Ipl imbakite'odimin; pn bekite'odijig"
1030,bakitejii'iganaak,ni,baseball bat; pi bakitejii'iganaakoon; loc bakitejii'iganaakong; dim bakitejii'iganaakoons
1031,bakitejii'ige,vai,play baseball; isg imbakitejii'ige; pn bekitejii'iged
1032,bakitejii'igewinini,na,baseball player; pi bakitejii'igewiriiniwag
1033,bakiteshin,vai,fall down hard; Isg imbakiteshin; pn bekiteshing
1034,bakiteshka'ige,vai,"thresh field crops; Isg imbakiteshka'ige; pn bekiteshka'iged bakizh /bakizhw-/ vta snip s.o. off (e.g., something string-like); Isg imbakizhwaa; pn bekizhwaad"
1047,bakwega'an,vti,chop a piece off s.t. (as something of wood); Isg imbakwega'aan; pn bekwega'ang
1048,bakwe',vta,take a piece off s.o. using something; Isg imbakwe'aa.; pn bekwe'aad
1049,bakwe'an,vti,take a piece off s.t. using something; Isg imbakwe'aan; pn bekwe'ang
1054,bakwene,vti,"smoke, be smoky; pn bekweneg; aug bakwenemagad; pn aug bekwenemagak"
1055,bakwenibii,vai,choke while drinking; Isg imbakwenibii; pn bekwenibiid
1066,bakwezhigani-makak,ni,"flour box, bread box; pi bakwezhigani-makakoon; loc bakwezhigani- makakong; dim bakwezhigani-makakoons"
1070,bami',vta,"support s.o., adopt s.o.; Isg imbami'aa; pn bemi'aad"
